id;texto;setor_destino;canal;urgencia_referencia;particao_recomendada
ATE-00725;Olá, quero entender uma cobrança na mensalidade, mas tenho ainda outra questão: quero confirmar a multa de um empréstimo atrasado.;financeiro;telefone;media;treino
ATE-00726;"meu acesso está bloqueado; situação observada desde a última atualização do sistema Podem verificar?";suporte_tecnico;telefone;baixa;teste
ATE-00727;O desconto da mensalidade não apareceu. Isso aconteceu antes da próxima aula.;financeiro;email;baixa;treino
ATE-00728;não consigo abrir o ambiente virtual;suporte_tecnico;email;media;treino
ATE-00729;Alguém consegue me ajudar, o comprovante foi enviado, mas o débito continua aberto? Conseguem me orientar?;financeiro;telefone;media;treino
ATE-00730;Preciso falar com a coordenação sobre meu planejamento acadêmico, antes da próxima aula.;coordenacao;chat;baixa;teste
ATE-00731;;suporte_tecnico;portal;media;treino
ATE-00732;"Pessoal, minha matrícula não aparece corretamente; além disso, meu login falha às vezes.";secretaria_academica;portal;media;treino
ATE-00733;Gente, o aplicativo não carrega Podem verificar?;suporte_tecnico;chat;media;teste
ATE-00734;Preciso saber o horário de atendimnto da biblioteca e, em paralelo, quero discutir uma decisão acadêmica.;biblioteca;presencial;alta;validacao
ATE-00735;bom dia, aparece uma mensagem de erro toda vez que faço login e também preciso discutir equivalência de conteúdo entre disciplinas;suporte_tecnico;telefone;baixa;treino
ATE-00736;Oi, preciso conferir um livro, mas o que preciso resolver primeiro é que uma disciplina não consta no meu registro.;secretaria_academica;telefone;media;validacao
ATE-00737;Olá, preciso da segunda via do boleto. Preciso de um retorno.;financeiro;chat;baixa;treino
ATE-00738;Não consigo visualizar o boleto deste mês e, em paralelo, não consigo acessar uma tela do sistema.;financeiro;presencial;alta;treino
ATE-00739;Então, queria uma orientação, preciso discutir equivalência de conteúdo entre disciplinas Conseguem me orientar?;coordenacao;email;alta;treino
ATE-00740;preciso renovar um livro, mas tenho ainda outra questão: minha matrícula não aparece corretamente.;biblioteca;presencial;media;treino
ATE-00741;Para organizar minha situação, preciso solicitar aproveitamento de documentação já entregue.;secretaria_academica;portal;alta;treino
ATE-00742;"Preciso atualizar um documento da matrícula; além disso, preciso conferir um livro.";secretaria_academica;portal;media;validacao
ATE-00743;preciso de ajuda, quero saber se um título está disponível obrigada. 😤;biblioteca;presencial;media;treino
ATE-00744;Preciso discutir equivalência de conteúdo entre disciplinas!;coordenacao;portal;baixa;teste
ATE-00745;Então, por favor, quero reservar um exemplar? Fico no aguardo.;biblioteca;telefone;media;treino
ATE-00746;uma disciplina não consta no meu registro. Isso aconteceu depois de tentar pelo portal.;secretaria_academica;portal;media;treino
ATE-00747;Por favor, minha senha não funciona?;suporte_tecnico;telefone;baixa;treino
ATE-00748;Quero discutir uma decisão acadêmica, mas o que preciso resolver primeiro é que quero confirmar a multa de um empréstimo atrasado.;biblioteca;chat;media;validacao
ATE-00749;Antes de enviar outro pedido, não consigo acessar um artigo pelo portal da biblioteca.;biblioteca;presencial;media;treino
ATE-00750;Olá, preciso de informações sobre vencimento e juros?;financeiro;chat;baixa;teste
ATE-00751;Só queria entender, preciso conferir um livro. Minha solicitação principal é: o desconto da mensalidade não apareceu. Conseguem me orientar?;financeiro;presencial;alta;treino
ATE-00752;gostaria de registrar, n consigo abrir o ambiente virtual preciso de um retorno.;suporte_tecnico;chat;baixa;treino
ATE-00753;olá, preciso solicitar um histórico escolar como resolvo?!;secretaria_academica;presencial;baixa;treino
ATE-00754;preciso de ajuda, quero orientação acadêmica antes de escolher as próximas matérias. fico no aguardo.;coordenacao;email;baixa;treino
ATE-00755;"Estou com uma dúvida, preciso renovar um livro; além disso, também preciso confirmar um documento acadêmico.";biblioteca;portal;baixa;treino
ATE-00756;Também tenho uma pendência de empréstimo, mas o que preciso resolver primeiro é que preciso confirmar um estorno.;financeiro;chat;media;treino
ATE-00757;Preciso renovar um livro. Fico no aguardo.;biblioteca;email;media;treino
ATE-00758;"Preciso da segunda via do boleto; além disso, o acesso à biblioteca digital falhou.";financeiro;chat;baixa;validacao
ATE-00759;Olá, quero orientação acadêmica antes de escolher as próximas matérias Agradeço se puderem olhar isso.;coordenacao;presencial;alta;treino
ATE-00760;venho informar, a devolução de um livro ainda não foi registrada, mas tenho ainda outra questão: meu acesso está bloqueado. podem verificar?;biblioteca;portal;media;treino
ATE-00761;"Por favor, preciso consultar uma pendência de empréstimo; além disso, também apareceu uma cobrança que não reconheço.";biblioteca;portal;baixa;treino
ATE-00762;Oi, não consigo acessar a base de periódicos Podem verificar?;biblioteca;telefone;media;treino
ATE-00763;"Por favor, só queria entender, meu pagamento ainda não foi reconhecido; além disso, também preciso de orientação sobre uma disciplina. Obrigado.";financeiro;portal;baixa;treino
ATE-00764;O acesso à biblioteca digital falhou. Minha solicitação principal é: preciso falar com a coordenação sobre meu planejamento acadêmico.;coordenacao;email;alta;validacao
ATE-00765;Oi, preciso da segunda via do boleto e também quero confirmar a multa de um empréstimo atrasado.;financeiro;portal;alta;treino
ATE-00766;Olá, não consigo entrar no portal.;suporte_tecnico;portal;alta;treino
ATE-00767;Para conseguir seguir com o processo, uma disciplina não consta no meu registro Podem verificar?;secretaria_academica;email;alta;treino
ATE-00768;Olá, não consigo anexar o arquivo no portal e também preciso de informações sobre vencimento e juros.;suporte_tecnico;chat;alta;validacao
ATE-00769;Meu login falha às vezes, mas o que preciso resolver primeiro é que minha matrícula não aparece corretamente.;secretaria_academica;portal;media;teste
ATE-00770;fiz o pagamento e ainda aparece pendência, depois de tentar pelo portal.;financeiro;portal;media;teste
ATE-00771;o portal também está dando erro. minha solicitação principal é: minha matrícula n aparece corretamente.;secretaria_academica;telefone;baixa;teste
ATE-00772;fiz o pagamento e ainda aparece pendência;financeiro;portal;baixa;treino
ATE-00773;preciso de informações sobre vencimento e juros, para resolver ainda este mês.;financeiro;email;baixa;validacao
ATE-00774;;financeiro;portal;baixa;treino
ATE-00775;"olá, quero discutir uma situação pedagógica com a turma; além disso, o portal também está dando erro. como resolvo?";coordenacao;chat;baixa;teste
ATE-00776;Meu nome saiu incorreto em um documento acadêmico e também um livro devolvido ainda aparece comigo. Podem verificar?;secretaria_academica;telefone;media;treino
ATE-00777;Só queria entender, preciso solicitar um histórico escolar? Obrigada;secretaria_academica;telefone;baixa;teste
ATE-00778;Quero saber sobre a emissão de declaração. Isso aconteceu antes de enviar outro pedido.;secretaria_academica;chat;baixa;treino
ATE-00779;preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral e, em paralelo, o boletoo continua pendente.;coordenacao;telefone;media;treino
ATE-00780;"Gente, minha matrícula não aparece corretamente; além disso, não consigo acessar uma tela do sistema.";secretaria_academica;portal;media;treino
ATE-00781;Então, gostaria de registrar, quero saber sobre a emissão de declaração. Fico no aguardo.;secretaria_academica;portal;alta;treino
ATE-00782;Quero saber se um título está disponível, mas tenho ainda outra questão: o link de recuperação de senha não chega.;biblioteca;chat;media;treino
ATE-00783;"Olá, o sistema fecha antes de concluir a operação; além disso, também preciso de orientação sobre uma disciplina";suporte_tecnico;telefone;media;validacao
ATE-00784;o boleto continua pendente, mas o que preciso resolver primeiro é que não consigo acessar a base de periódicos.;biblioteca;chat;media;treino
ATE-00785;Oi, a página apresenta erro quando tento acessar, mas tenho ainda outra questão: quero saber sobre a emissão de declaração.;suporte_tecnico;portal;alta;teste
ATE-00786;Meu login falha às vezes. Minha solicitação principal é: preciso de informações sobre vencimento e juros.;financeiro;portal;alta;teste
ATE-00787;"Olá, alguém consegue me ajudar, aparece uma mensagem de erro toda vez que faço login; além disso, o acesso à biblioteca digital falhou. Agradeço se puderem olhar isso.";suporte_tecnico;presencial;media;treino
ATE-00788;Gostaria de solicitar apoio: aparece uma mensagem de erro toda vez que faço login;suporte_tecnico;telefone;media;treino
ATE-00789;"Só queria entender, meu pagamento ainda não foi reconhecido; além disso, também preciso de orientação sobre uma disciplina. Obrigado.";financeiro;email;media;treino
ATE-00790;também apareceu uma cobrança que n reconheço, mas o que preciso resolver primeiro é que preciso conversar sobre a organização da minha grade;coordenacao;presencial;media;treino
ATE-00791;Quero negociar uma pendência financeira.;financeiro;chat;media;treino
ATE-00792;alguém consegue me ajudar, quero confirmar o status da rematrícula isso pode ser verificado, por favor;secretaria_academica;telefone;media;validacao
ATE-00793;Gente, preciso corrigir meus dados acadêmicos?;secretaria_academica;email;media;treino
ATE-00794;Olá, o portal também está dando erro. Minha solicitação principal é: quero saber sobre a emissão de declaração!;secretaria_academica;portal;baixa;treino
ATE-00795;QUERIA UMA ORIENTAÇÃO, PRECISO SOLICITAR UM HISTÓRICO ESCOLAR E TAMBÉM PRECISO DE INFORMAÇÕES SOBRE VENCIMENTO E JUROS. COMO RESOLVO?;secretaria_academica;email;media;treino
ATE-00796;Não consigo anexar o arquivo no portal?!;suporte_tecnico;chat;baixa;validacao
ATE-00797;"MEU ACESSO ESTÁ BLOQUEADO; AO MESMO TEMPO, PRECISO CORRIGIR MEUS DADOS ACADÊMICOS.";secretaria_academica;chat;alta;treino
ATE-00798;Olá, também tenho uma pendência de empréstimo. Minha solicitação principal é: não consigo anexar o arquivo no portal!;suporte_tecnico;chat;alta;treino
ATE-00799;Olá, o sistema fecha antes de concluir a operação. Agradeço se puderem olhar isso.;suporte_tecnico;email;baixa;treino
ATE-00800;Preciso discutir equivalência de conteúdo entre disciplinas?;coordenacao;chat;baixa;treino
ATE-00801;Só queria entender, preciso solicitar um histórico escolar? Isso pode ser verificado, por favor?;secretaria_academica;email;media;validacao
ATE-00802;por favor, preciso discutir equivalência de conteúdo entre disciplinas obrigado.;coordenacao;portal;baixa;treino
ATE-00803;No semestre atual, quero entender uma cobrança na mensalidade.;financeiro;email;media;validacao
ATE-00804;O sistema fecha antes de concluir a operação e, em paralelo, também tenho uma pendência de empréstimo.;suporte_tecnico;presencial;baixa;treino
ATE-00805;Também preciso confirmar um documento acadêmico, mas o que preciso resolver primeiro é que a página apresenta erro quando tento acessar. Fico no aguardo.;suporte_tecnico;telefone;media;teste
ATE-00806;Preciso de ajuda, não consigo entrar no portal. Além disso, o comprovante foi enviado, mas o débito continua aberto. Como resolvo?;financeiro;email;alta;treino
ATE-00807;Gente, quero reservar um exemplar e, em paralelo, o boleto continua pendente.;biblioteca;email;baixa;treino
ATE-00808;Gostaria de solicitar apoio: também apareceu uma cobrança que não reconheço. Minha solicitação principal é: preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral. Agradeço se puderem olhar isso.;coordenacao;portal;media;treino
ATE-00809;"A plataforma fica em tela branca; além disso, minha matrícula mostra uma informação estranha.";suporte_tecnico;email;baixa;treino
ATE-00810;Também preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que meu acesso está bloqueado.;suporte_tecnico;email;media;treino
ATE-00811;"Quero saber sobre a emissão de declaração; situação observada antes do prazo informado.";secretaria_academica;email;alta;treino
ATE-00812;"Olá, preciso conversar sobre a organização da minha grade; além disso, preciso conferir um livro.";coordenacao;telefone;media;treino
ATE-00813;Solicito orientação: não consigo acessar uma tela do sistema, mas o que preciso resolver primeiro é que preciso atualizar um documento da matrícula!;secretaria_academica;chat;baixa;teste
ATE-00814;Oi, não consigo acessar um artigo pelo portal da biblioteca e também meu pagamento ainda não foi reconhecido;biblioteca;portal;media;treino
ATE-00815;Para conseguir seguir com o processo, não consigo abrir o ambiente virtual.;suporte_tecnico;email;media;teste
ATE-00816;"Tenho um problema recorrente em uma turma e preciso de orientação; além disso, tenho dúvida sobre um pagamento.";coordenacao;telefone;media;validacao
ATE-00817;Então, preciso conferir um livro, mas o que preciso resolver primeiro é que preciso da segunda via do boleto.;financeiro;chat;baixa;treino
ATE-00818;Por favor, não consigo acessar a base de periódicos;biblioteca;presencial;alta;teste
ATE-00819;Olá, meu nome saiu incorreto em um documento acadêmico, mas tenho ainda outra questão: um livro devolvido ainda aparece comigo. Obrigada.;secretaria_academica;email;media;validacao
ATE-00820;Quero negociar uma pendência financeira e, em paralelo, não consigo acessar uma tela do sistema.;financeiro;chat;media;treino
ATE-00821;Queria uma orientação, o link de recuperação de senha não chega, mas tenho ainda outra questão: quero confirmar o status da rematrícula. Isso pode ser verificado, por favor?;suporte_tecnico;telefone;media;validacao
ATE-00822;"Quero informações sobre calendário de matrícula; além disso, não consigo acessar uma tela do sistema.";secretaria_academica;portal;media;treino
ATE-00823;também apareceu uma cobrança que n reconheço. minha solicitação principal é: n consigo abrir o ambiente virtual.;suporte_tecnico;email;alta;treino
ATE-00824;"Olá, preciso confirmar um estorno; além disso, também preciso de orientação sobre uma disciplina.";financeiro;email;media;validacao
ATE-00825;estou com uma dúvida, tenho um problema recorrente em uma turma e preciso de orientação podem verificar;coordenacao;email;media;treino
ATE-00826;Por favor, o boleto continua pendente. Minha solicitação principal é: não consigo entrar no portal.;suporte_tecnico;telefone;media;validacao
ATE-00827;Meu nome saiu incorreto em um documento acadêmico.;secretaria_academica;email;alta;validacao
ATE-00828;Registro a seguinte situação: oi, tenho dúvida sobre um pagamento. Minha solicitação principal é: preciso saber o horário de atendimento da biblioteca. Isso pode ser verificado, por favor?;biblioteca;telefone;alta;teste
ATE-00829;queria uma orientação, tbm apareceu uma cobrança que não reconheço, mas o que preciso resolver primeiro é que uma disciplina não consta no meu registro. agradeço se puderem olhar isso.;secretaria_academica;chat;media;treino
ATE-00830;"Por favor, o sistema fecha antes de concluir a operação; situação observada desde a última atualização do sistema.";suporte_tecnico;telefone;media;teste
ATE-00831;Preciso atualizar um documento da matrícula. Isso aconteceu na solicitação que abri recentemente.;secretaria_academica;chat;baixa;treino
ATE-00832;Por favor, só queria entender, também tenho uma pendência de empréstimo. Minha solicitação principal é: preciso solicitar um histórico escolar. Agradeço se puderem olhar isso.;secretaria_academica;presencial;alta;treino
ATE-00833;Para resolver ainda este mês, fiz o pagamento e ainda aparece pendência.;financeiro;chat;media;treino
ATE-00834;quero entender uma cobrança na mensalidade.;financeiro;telefone;media;treino
ATE-00835;Preciso de ajuda, há uma questão pedagógica que preciso avaliar, mas o que preciso resolver primeiro é que quero entender uma cobrança na mensalidade. Conseguem me orientar?!;financeiro;chat;baixa;treino
ATE-00836;"Então, quero reservar um exemplar; além disso, meu login falha às vezes.";biblioteca;telefone;baixa;validacao
ATE-00837;Por favor, uma disciplina não consta no meu registro;secretaria_academica;presencial;baixa;teste
ATE-00838;Por favor, preciso solicitar um histórico escolar?;secretaria_academica;portal;alta;treino
ATE-00839;quero discutir uma decisão acadêmica, mas o que preciso resolver primeiro é que preciso solicitar um histórico escolar;secretaria_academica;telefone;media;treino
ATE-00840;Também preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que preciso renovar um livro.;biblioteca;telefone;media;treino
ATE-00841;"preciso confirmar um estorno; situação observada antes do início das aulas.";financeiro;portal;baixa;teste
ATE-00842;Por favor, quero saber sobre a emissão de declaração. Como resolvo?;secretaria_academica;chat;baixa;treino
ATE-00843;Solicito orientação: tenho dúvida sobre um pagamento, mas o que preciso resolver primeiro é que quero orientação sobre uma situação com uma disciplina.;coordenacao;presencial;media;treino
ATE-00844;"A devolução de um livro ainda não foi registrada; situação observada antes da próxima aula.";biblioteca;email;baixa;treino
ATE-00845;preciso de ajuda, preciso conversar sobre a organização da minha grade. além disso, preciso renovar um livro. agradeço se puderem olhar isso.;biblioteca;email;media;treino
ATE-00846;Por favor, não consigo acessar um artigo pelo portal da biblioteca;biblioteca;chat;media;treino
ATE-00847;preciso de ajuda, uma disciplina não consta no meu registro, mas tenho ainda outra questão: quero orientação acadêmica antes de escolher as próximas matérias. agradeço se puderem olhar isso.;secretaria_academica;chat;media;validacao
ATE-00848;Então, preciso conferir um livro. Minha solicitação principal é: quero orientação sobre uma situação com uma disciplina.;coordenacao;chat;media;validacao
ATE-00849;Meu nome saiu incorreto em um documento acadêmico. Isso aconteceu desde o começo da semana.;secretaria_academica;email;media;treino
ATE-00850;Preciso de ajuda, minha matrícula não aparece corretamente Podem verificar?;secretaria_academica;chat;media;treino
ATE-00851;Meu nome saiu incorreto em um documento acadêmico. Além disso, preciso conversar sobre a organização da minha grade.;coordenacao;presencial;alta;teste
ATE-00852;Meu nome saiu incorreto em um documento acadêmico, desde o começo da semana.;secretaria_academica;portal;baixa;treino
ATE-00853;"olá, a devolução de um livro ainda n foi registrada; além disso, n consigo acessar uma tela do sistema. isso pode ser verificado, por favor?";biblioteca;portal;baixa;teste
ATE-00854;por favor, quero reservar um exemplar obrigado;biblioteca;chat;alta;treino
ATE-00855;Bom dia, o desconto da mensalidade não apareceu Obrigada.;financeiro;presencial;media;treino
ATE-00856;"quero conversar sobre pré-requisitos e sequência de disciplinas; ao mesmo tempo, preciso solicitar aproveitamento de documentação já entregue.";secretaria_academica;presencial;alta;treino
ATE-00857;por favor, minha matrícula mostra uma informação estranha. minha solicitação principal é: o desconto da mensalidade não apareceu. obrigada. ...;financeiro;portal;baixa;treino
ATE-00858;"pessoal, quero saber sobre a emissão de declaração; ao mesmo tempo, preciso da segunda via do boleto. agradeço se puderem olhar isso Podem verificar?";financeiro;chat;alta;treino
ATE-00859;O portal também está dando erro. Minha solicitação principal é: meu pagamento ainda não foi reconhecido.;financeiro;presencial;baixa;treino
ATE-00860;"Oi, preciso avaliar uma situação excepcional no meu percurso acadêmico; além disso, também preciso confirmar um documento acadêmico.";coordenacao;chat;media;validacao
ATE-00861;Oi, meu login falha às vezes, mas o que preciso resolver primeiro é que o desconto da mensalidade não apareceu.;financeiro;presencial;alta;treino
ATE-00862;Preciso de ajuda, a plataforma fica em tela branca. Agradeço se puderem olhar isso.;suporte_tecnico;telefone;media;treino
ATE-00863;Então, só queria entender, também tenho uma pendência de empréstimo. Minha solicitação principal é: minha senha não funciona. Como resolvo?;suporte_tecnico;telefone;baixa;validacao
ATE-00864;tenho dúvida sobre um pagamento. minha solicitação principal é: o sistema fecha antes de concluir a operação.;suporte_tecnico;portal;media;treino
ATE-00865;Boa tarde, não consigo anexar o arquivo no portal Fico no aguardo.;suporte_tecnico;chat;alta;teste
ATE-00866;O desconto da mensalidade não apareceu, para organizar minha situação.;financeiro;presencial;baixa;validacao
ATE-00867;Por favor, preciso da segunda via do boleto.;financeiro;presencial;media;treino
ATE-00868;"Solicito orientação: o link de recuperação de senha não chega; além disso, preciso conferir um livro.";suporte_tecnico;portal;media;validacao
ATE-00869;Gente, quero negociar uma pendência financeira e também quero informações sobre calendário de matrícula.;financeiro;portal;media;treino
ATE-00870;Venho informar, preciso solicitar um histórico escolar? Preciso de um retorno.;secretaria_academica;telefone;media;teste
ATE-00871;Antes da próxima aula, preciso saber o horário de atendimento da biblioteca.;biblioteca;email;alta;treino
ATE-00872;"Meu nome saiu incorreto em um documento acadêmico; além disso, também tenho uma pendência de empréstimo";secretaria_academica;presencial;media;treino
ATE-00873;Meu acesso está bloqueado. Isso aconteceu desde o começo da semana.;suporte_tecnico;telefone;alta;validacao
ATE-00874;Solicito orientação: venho informar, quero confirmar o status da rematrícula e, em paralelo, há uma questão pedagógica que preciso avaliar. Conseguem me orientar?;secretaria_academica;telefone;alta;validacao
ATE-00875;Gente, queria uma orientação, quero confirmar o status da rematrícula. Agradeço se puderem olhar isso.;secretaria_academica;presencial;alta;teste
ATE-00876;Solicito orientação: queria uma orientação, quero saber se um título está disponível? Podem verificar?;biblioteca;portal;baixa;treino
ATE-00877;Fiz o pagamento e ainda aparece pendência. Isso aconteceu depois de tentar pelo portal.;financeiro;presencial;alta;treino
ATE-00878;OI, TENHO DÚVIDA SOBRE UM REGISTRO. MINHA SOLICITAÇÃO PRINCIPAL É: QUERO ORIENTAÇÃO ACADÊMICA ANTES DE ESCOLHER AS PRÓXIMAS MATÉRIAS.;coordenacao;portal;media;validacao
ATE-00879;Tenho dúvida sobre um registro. Minha solicitação principal é: quero confirmar a multa de um empréstimo atrasado.;biblioteca;chat;baixa;validacao
ATE-00880;Por favor, olá, preciso atualizar um documento da matrícula Como resolvo?;secretaria_academica;email;baixa;treino
ATE-00881;Gente, não consigo acessar a base de periódicos.;biblioteca;portal;media;teste
ATE-00882;Por favor, a plataforma fica em tela branca? Isso pode ser verificado, por favor?;suporte_tecnico;presencial;alta;validacao
ATE-00883;Oi, o portal também está dando erro, mas o que preciso resolver primeiro é que não consigo acessar a base de periódicos.;biblioteca;telefone;media;treino
ATE-00884;Então, preciso corrigir meus dados acadêmicos, para organizar minha situação.;secretaria_academica;presencial;media;treino
ATE-00885;Oi, preciso de ajuda, também preciso confirmar um documento acadêmico, mas o que preciso resolver primeiro é que tenho um problema recorrente em uma turma e preciso de orientação.;coordenacao;chat;baixa;treino
ATE-00886;Não consigo abrir o ambiente virtual. Além disso, tenho um problema recorrente em uma turma e preciso de orientação.;coordenacao;presencial;media;treino
ATE-00887;Venho informar, preciso falar com a coordenação sobre meu planejamento acadêmico? Como resolvo?;coordenacao;chat;alta;teste
ATE-00888;Boa tarde, preciso de informações sobre vencimento e juros Agradeço se puderem olhar isso;financeiro;portal;media;treino
ATE-00889;Quero saber se um título está disponível. Além disso, quero discutir uma situação pedagógica com a turma.;coordenacao;chat;alta;teste
ATE-00890;Meu login falha às vezes, mas o que preciso resolver primeiro é que um livro devolvido ainda aparece comigo.;biblioteca;portal;media;treino
ATE-00891;BOA TARDE, TENHO UM PROBLEMA RECORRENTE EM UMA TURMA E PRECISO DE ORIENTAÇÃO? OBRIGADO. 😤;coordenacao;portal;media;treino
ATE-00892;meu login falha às vezes, mas o que preciso resolver primeiro é que quero confirmar o status da rematrícula.;secretaria_academica;portal;media;treino
ATE-00893;Então, estou com uma dúvida, tenho um problema recorrente em uma turma e preciso de orientação? Isso pode ser verificado, por favor?;coordenacao;portal;baixa;teste
ATE-00894;Então, minha matricula não aparece corretamente, mas tenho ainda outra questão: não consigo abrir o ambiente virtual.;secretaria_academica;email;baixa;teste
ATE-00895;então, preciso conferir um livro, mas o que preciso resolver primeiro é que não consigo visualizar o boleto deste mês.;financeiro;portal;baixa;treino
ATE-00896;"Olá, o valor da parcela está diferente; situação observada antes do início das aulas.";financeiro;email;media;teste
ATE-00897;Quero conversar sobre pré-requisitos e sequência de disciplinas;coordenacao;chat;media;treino
ATE-00898;Registro a seguinte situação: quero entender uma cobrança na mensalidade!;financeiro;presencial;alta;treino
ATE-00899;Por favor, venho informar, preciso discutir equivalência de conteúdo entre disciplinas e, em paralelo, o portal também está dando erro. Como resolvo?;coordenacao;chat;baixa;teste
ATE-00900;O aplicativo não carrega. Isso aconteceu desde ontem.;suporte_tecnico;email;baixa;treino
ATE-00901;nao consigo acessar um artigo pelo portal da biblioteca?;biblioteca;presencial;media;treino
ATE-00902;preciso solicitar aproveitamento de documentação já entregue, para organizar minha situação.;secretaria_academica;chat;baixa;treino
ATE-00903;Também apareceu uma cobrança que não reconheço, mas o que preciso resolver primeiro é que quero confirmar a multa de um empréstimo atrasado.;biblioteca;chat;baixa;teste
ATE-00904;"Pessoal, quero entender o procedimento de trancamento; ao mesmo tempo, o valor da parcela está diferente. Agradeço se puderem olhar isso.";financeiro;telefone;alta;treino
ATE-00905;Alguém consegue me ajudar, não consigo abrir o ambiente virtual? Agradeço se puderem olhar isso.;suporte_tecnico;presencial;media;treino
ATE-00906;meu nome saiu incorreto em um documento acadêmico e, em paralelo, o portal também está dando erro.;secretaria_academica;email;media;treino
ATE-00907;"Gostaria de solicitar apoio: pessoal, minha senha não funciona; além disso, preciso conferir um livro. Agradeço se puderem olhar isso.";suporte_tecnico;portal;alta;treino
ATE-00908;Antes da próxima aula, quero negociar uma pendência financeira.;financeiro;portal;alta;treino
ATE-00909;pessoal, o comprovante foi enviado, mas o débito continua aberto. conseguem me orientar?;financeiro;telefone;media;treino
ATE-00910;"O aplicativo não carrega; situação observada na solicitação que abri recentemente.";suporte_tecnico;chat;baixa;treino
ATE-00911;Oi, olá, preciso atualizar um documento da matrícula? Podem verificar?;secretaria_academica;presencial;media;treino
ATE-00912;Desde ontem, não consigo anexar o arquivo no portal.;suporte_tecnico;email;baixa;treino
ATE-00913;"O link de recuperação de senha nao chega; situação observada desde a última atualização do sistema.";suporte_tecnico;presencial;media;treino
ATE-00914;preciso de informações sobre vencimento e juros, para organizar minha situação.;financeiro;presencial;baixa;treino
ATE-00915;Gente, pessoal, preciso avaliar uma situação excepcional no meu percurso acadêmico. Além disso, não consigo acessar a base de periódicos. Agradeço se puderem olhar isso.;biblioteca;telefone;alta;treino
ATE-00916;"Não consigo abrir o ambiente virtual; situação observada desde ontem.";suporte_tecnico;telefone;alta;validacao
ATE-00917;Solicito orientação: preciso solicitar um histórico escolar;secretaria_academica;presencial;baixa;teste
ATE-00918;"Preciso conversar sobre a organização da minha grade; situação observada depois de consultar as orientações disponíveis.";coordenacao;telefone;media;treino
ATE-00919;a página apresenta erro quando tento acessar. Isso aconteceu antes de enviar outro pedido.;suporte_tecnico;portal;alta;treino
ATE-00920;Depois de consultar as orientações disponíveis, preciso falar com a coordenação sobre meu planejamento acadêmico.;coordenacao;portal;baixa;treino
ATE-00921;Olá, aparece uma mensagem de erro toda vez que faço login;suporte_tecnico;telefone;media;treino
ATE-00922;quero confirmar o status da rematrícula?;secretaria_academica;portal;media;treino
ATE-00923;Por favor, o sistema fecha antes de concluir a operação, no semestre atual.;suporte_tecnico;portal;media;treino
ATE-00924;Preciso da segunda via do boletoo, para resolver ainda este mês.;financeiro;chat;baixa;validacao
ATE-00925;Preciso solicitar aproveitamento de documentação já entregue?;secretaria_academica;presencial;alta;treino
ATE-00926;pessoal, preciso solicitar aproveitamento de documentação já entregue fico no aguardo.;secretaria_academica;telefone;media;treino
ATE-00927;"Registro a seguinte situação: a devolução de um livro ainda não foi registrada; ao mesmo tempo, preciso avaliar uma situação excepcional no meu percurso acadêmico.";coordenacao;email;media;treino
ATE-00928;"O sistema fecha antes de concluir a operação; situação observada desde o começo da semana.";suporte_tecnico;presencial;media;treino
ATE-00929;Bom dia, quero saber sobre a emissão de declaração? Isso pode ser verificado, por favor?;secretaria_academica;portal;media;validacao
ATE-00930;"TENHO UM PROBLEMA RECORRENTE EM UMA TURMA E PRECISO DE ORIENTAÇÃO; ALÉM DISSO, O BOLETO CONTINUA PENDENTE.";coordenacao;presencial;alta;treino
ATE-00931;O COMPROVANTE FOI ENVIADO, MAS O DÉBITO CONTINUA ABERTO?;financeiro;email;media;validacao
ATE-00932;Então, minha matrícula mostra uma informação estranha. Minha solicitação principal é: não consigo visualizar o boleto deste mês.;financeiro;presencial;alta;teste
ATE-00933;Bom dia, preciso confirmar um estorno Fico no aguardo.;financeiro;portal;media;teste
ATE-00934;No semestre atual, preciso consultar uma pendência de empréstimo.;biblioteca;presencial;alta;treino
ATE-00935;Então, venho informar, quero entender uma cobrança na mensalidade e também preciso falar com a coordenação sobre meu planejamento acadêmico. Fico no aguardo.;financeiro;chat;alta;validacao
ATE-00936;Bom dia, preciso solicitar um histórico escolar Conseguem me orientar?;secretaria_academica;portal;media;teste
ATE-00937;a plataforma fica em tela branca, mas tenho ainda outra questão: preciso discutir equivalência de conteúdo entre disciplinas;suporte_tecnico;portal;media;teste
ATE-00938;"Oi, pessoal, quero orientação acadêmica antes de escolher as próximas matérias; além disso, minha matrícula mostra uma informação estranha. Obrigado.";coordenacao;telefone;media;treino
ATE-00939;preciso solicitar um histórico escolar 😤;secretaria_academica;telefone;media;validacao
ATE-00940;fiz o pagamento e ainda aparece pendência. Isso aconteceu desde ontem.;financeiro;portal;media;treino
ATE-00941;Preciso conferir um livro, mas o que preciso resolver primeiro é que o valor da parcela está diferente.;financeiro;email;alta;treino
ATE-00942;"Quero informações sobre calendário de matrícula; além disso, tenho dúvida sobre um pagamento.";secretaria_academica;email;media;treino
ATE-00943;Então, quero entender o procedimento de trancamento?;secretaria_academica;chat;baixa;validacao
