id;texto;setor_destino;canal;urgencia_referencia;particao_recomendada
ATE-0174;  Preciso  de  ajuda: não consigo baixar o artigo indicado pelo professor para este período Aguardo retorno.  ;biblioteca;email;normal;validacao
ATE-0120;Preciso de ajuda: o portal apresenta erro ao enviar o arquivo quando possível 😕;suporte_tecnico;aplicativo;normal;treino
ATE-0224;Gente, quero orientação sobre mudança de turma para concluir uma atividade Aguardo retorno.;coordenacao;aplicativo;normal;treino
ATE-0167;Gente, o acesso funciona, mas o livro indicado não aparece no acervo pelo portal 😕;biblioteca;aplicativo;alta;treino
ATE-0141;Preciso de ajuda: preciso enviar um documento à secretaria, mas o portal apresenta erro ainda hoje Obrigado.;suporte_tecnico;email;normal;treino
ATE-0108;PRECISO DE AJUDA: QUERO CORRIGIR UM DADO NO MEU CADASTRO ACADÊMICO NA ÚLTIMA TENTATIVA;secretaria_academica;email;normal;treino
ATE-0237;Preciso de ajuda: a matrícula foi concluída, mas preciso rever a grade com a coordenação pela primeira vez Obrigado.;coordenacao;email;normal;treino
ATE-0203;GENTE, O ACESSO FUNCIONA, MAS O LIVRO INDICADO NÃO APARECE NO ACERVO QUANDO POSSÍVEL 😕;suporte_tecnico;aplicativo;alta;teste
ATE-0161;Gente, preciso enviar um documento à secretaria, mas o portal apresenta erro pelo portal Conseguem verificar?;suporte_tecnico;email;normal;treino
ATE-0138;Preciso de ajuda: o portal apresenta erro ao enviar o arquivo nesta semana 😕;suporte_tecnico;aplicativo;normal;teste
ATE-0045;Preciso de ajuda: não consigo entrar no portal para emitir o boleto para este período 😕;financeiro;email;normal;treino
ATE-0006;Gente, não consigo entrar no portal para emitir o boleto na última tentativa Aguardo retorno.;financeiro;aplicativo;normal;teste
ATE-0103;Olá, quero informações sobre emissão de diploma na última tentativa Obrigado.;secretaria_academica;aplicativo;alta;treino
ATE-0236;Olá, preciso conversar sobre a organização da grade ainda hoje Conseguem verificar?;coordenacao;aplicativo;normal;validacao
